accessionNumber,filingDate,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001062993-24-016337,2024-09-09,4,,,,7013,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016336,2024-09-09,4,,,,7032,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016335,2024-09-09,4,,,,6134,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016279,2024-09-06,4,,,,6251,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016226,2024-09-05,4,,,,16527,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016030,2024-09-03,4,,,,6387,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016029,2024-09-03,4,,,,6306,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016027,2024-09-03,4,,,,7649,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016026,2024-09-03,4,,,,6091,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016025,2024-09-03,4,,,,7415,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016023,2024-09-03,4,,,,6081,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016022,2024-09-03,4,,,,6275,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-016021,2024-09-03,4,,,,6088,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-015672,2024-08-26,4,,,,7461,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-013850,2024-07-16,4,,,,4393,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012674,2024-06-14,4,,,,6279,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012673,2024-06-14,4,,,,6222,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012672,2024-06-14,4,,,,6405,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012671,2024-06-14,4,,,,6238,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012670,2024-06-14,4,,,,6285,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012669,2024-06-14,4,,,,7093,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012668,2024-06-14,4,,,,7296,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012667,2024-06-14,4,,,,6399,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012243,2024-06-07,4,,,,6013,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012242,2024-06-07,4,,,,5182,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012241,2024-06-07,4,,,,5175,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012240,2024-06-07,4,,,,5960,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012239,2024-06-07,4,,,,6141,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012238,2024-06-07,4,,,,5974,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012237,2024-06-07,4,,,,4440,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012236,2024-06-07,4,,,,6022,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012235,2024-06-07,4,,,,7015,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012234,2024-06-07,4,,,,7033,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012233,2024-06-07,4,,,,6134,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-012232,2024-06-07,4,,,,10383,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-011886,2024-06-04,4,,,,5903,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-011677,2024-06-03,4,,,,5988,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-011676,2024-06-03,4,,,,5763,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-011261,2024-05-24,4,,,,4881,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-008453,2024-04-16,4,,,,4392,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006558,2024-03-15,4,,,,6219,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006557,2024-03-15,4,,,,6404,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006556,2024-03-15,4,,,,6237,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006555,2024-03-15,4,,,,6284,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006554,2024-03-15,4,,,,7092,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006553,2024-03-15,4,,,,6397,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006298,2024-03-12,4,,,,4408,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-006297,2024-03-12,4,,,,4881,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005291,2024-03-04,4,,,,5106,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005290,2024-03-04,4,,,,4397,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005289,2024-03-04,4,,,,4401,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005288,2024-03-04,4,,,,5896,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005287,2024-03-04,4,,,,4391,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005286,2024-03-04,4,,,,4382,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005285,2024-03-04,4,,,,4407,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-005284,2024-03-04,4,,,,4389,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0000950170-24-020392,2024-02-26,4,001-39652,24680916,,11387,0,0,xslF345X05/ownership.xml,4
0001062993-24-002112,2024-02-06,4,,,,14045,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001775,2024-02-01,4,,,,7014,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001774,2024-02-01,4,,,,5489,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001773,2024-02-01,4,,,,6131,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001772,2024-02-01,4,,,,5866,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001771,2024-02-01,4,,,,5181,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001770,2024-02-01,4,,,,5174,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001769,2024-02-01,4,,,,5957,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001768,2024-02-01,4,,,,6137,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001767,2024-02-01,4,,,,5973,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001766,2024-02-01,4,,,,4439,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-001765,2024-02-01,4,,,,6018,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-24-000918,2024-01-16,4,,,,4392,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-023299,2023-12-29,4,,,,4398,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022684,2023-12-15,4,,,,4314,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022683,2023-12-15,4,,,,8707,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022682,2023-12-15,4,,,,9365,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022681,2023-12-15,4,,,,6144,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022680,2023-12-15,4,,,,6326,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022679,2023-12-15,4,,,,6160,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022678,2023-12-15,4,,,,7014,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022677,2023-12-15,4,,,,6321,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022364,2023-12-11,4,,,,4330,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022112,2023-12-07,4,,,,5789,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022111,2023-12-07,4,,,,8441,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022108,2023-12-07,4,,,,8225,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022106,2023-12-07,4,,,,5103,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022104,2023-12-07,4,,,,5096,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022102,2023-12-07,4,,,,5885,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022100,2023-12-07,4,,,,6066,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022098,2023-12-07,4,,,,5899,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022096,2023-12-07,4,,,,6940,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022093,2023-12-07,4,,,,5411,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-022091,2023-12-07,4,,,,6058,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-021748,2023-12-01,4,,,,4634,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-021746,2023-12-01,4,,,,4314,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-021744,2023-12-01,4,,,,4322,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-020839,2023-11-14,4,,,,4564,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-020838,2023-11-14,4,,,,4804,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-020063,2023-11-02,4,,,,4302,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-019483,2023-10-17,4,,,,4314,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018292,2023-09-19,4,,,,4658,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018291,2023-09-19,4,,,,4634,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018290,2023-09-19,4,,,,4624,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018289,2023-09-19,4,,,,4634,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018288,2023-09-19,4,,,,4626,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018094,2023-09-15,4,,,,12537,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018093,2023-09-15,4,,,,5789,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018092,2023-09-15,4,,,,12633,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018091,2023-09-15,4,,,,5103,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018090,2023-09-15,4,,,,5096,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018089,2023-09-15,4,,,,8155,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018088,2023-09-15,4,,,,8339,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018087,2023-09-15,4,,,,8172,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018086,2023-09-15,4,,,,7955,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018085,2023-09-15,4,,,,5411,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-018084,2023-09-15,4,,,,8325,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017606,2023-09-05,4,,,,4828,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017605,2023-09-05,4,,,,12681,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017422,2023-09-01,4,,,,6308,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017421,2023-09-01,4,,,,7377,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017420,2023-09-01,4,,,,7383,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017419,2023-09-01,4,,,,7337,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017418,2023-09-01,4,,,,7375,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017417,2023-09-01,4,,,,7571,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017416,2023-09-01,4,,,,7596,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-017415,2023-09-01,4,,,,7382,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-015939,2023-08-07,4,,,,6749,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-015726,2023-08-02,4,,,,6872,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-015013,2023-07-18,4,,,,4314,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013585,2023-06-14,4,,,,8447,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013584,2023-06-14,4,,,,5790,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013583,2023-06-14,4,,,,8227,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013582,2023-06-14,4,,,,5103,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013581,2023-06-14,4,,,,5096,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013580,2023-06-14,4,,,,5885,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013579,2023-06-14,4,,,,6066,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013578,2023-06-14,4,,,,5899,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013577,2023-06-14,4,,,,6940,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013574,2023-06-14,4,,,,5411,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013573,2023-06-14,4,,,,6058,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013293,2023-06-09,4,,,,6205,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013292,2023-06-09,4,,,,9311,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013291,2023-06-09,4,,,,6144,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013290,2023-06-09,4,,,,6326,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013285,2023-06-09,4,,,,6160,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-013284,2023-06-09,4,,,,7013,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
