accessionNumber,filingDate,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000950170-24-098822,2024-08-19,4,,,,8906,0,0,xslF345X05/ownership.xml,4
0000950170-24-098138,2024-08-16,4,,,,10604,0,0,xslF345X05/ownership.xml,4
0000950170-24-095703,2024-08-12,4,,,,15087,0,0,xslF345X05/ownership.xml,4
0000950170-24-094779,2024-08-09,4,,,,8059,0,0,xslF345X05/ownership.xml,4
0000950170-24-093141,2024-08-07,4,,,,13008,0,0,xslF345X05/ownership.xml,4
0000950170-24-090220,2024-08-02,4,,,,7170,0,0,xslF345X05/ownership.xml,4
0000950170-24-088112,2024-07-30,4,,,,12715,0,0,xslF345X05/ownership.xml,4
0000950170-24-087040,2024-07-26,4,,,,9579,0,0,xslF345X05/ownership.xml,4
0000950170-24-087025,2024-07-26,4,,,,7275,0,0,xslF345X05/ownership.xml,4
0000950170-24-084634,2024-07-18,4,,,,9990,0,0,xslF345X05/ownership.xml,4
0000950170-24-084027,2024-07-16,4,,,,12622,0,0,xslF345X05/ownership.xml,4
0000950170-24-081916,2024-07-05,4,,,,8902,0,0,xslF345X05/ownership.xml,4
0000950170-24-081914,2024-07-05,4,,,,18169,0,0,xslF345X05/ownership.xml,4
0000950170-24-081911,2024-07-05,4,,,,10179,0,0,xslF345X05/ownership.xml,4
0000950170-24-081909,2024-07-05,4,,,,9670,0,0,xslF345X05/ownership.xml,4
0000950170-24-081905,2024-07-05,4,,,,11868,0,0,xslF345X05/ownership.xml,4
0000950170-24-081827,2024-07-05,4,,,,7486,0,0,xslF345X05/ownership.xml,4
0000950170-24-081819,2024-07-05,4,,,,8059,0,0,xslF345X05/ownership.xml,4
0000950170-24-081571,2024-07-03,4,,,,8371,0,0,xslF345X05/ownership.xml,4
0000950170-24-080932,2024-07-02,4,,,,7173,0,0,xslF345X05/ownership.xml,4
0000950170-24-080252,2024-07-02,4,,,,13942,0,0,xslF345X05/ownership.xml,4
0000950170-24-078703,2024-06-27,4,,,,15154,0,0,xslF345X05/ownership.xml,4
0000950170-24-078628,2024-06-27,4,,,,9582,0,0,xslF345X05/ownership.xml,4
0000950170-24-078601,2024-06-27,4,,,,15242,0,0,xslF345X05/ownership.xml,4
0000950170-24-078388,2024-06-27,4,,,,15193,0,0,xslF345X05/ownership.xml,4
0000950170-24-078107,2024-06-26,4,,,,14440,0,0,xslF345X05/ownership.xml,4
0000950170-24-078083,2024-06-26,4,,,,8630,0,0,xslF345X05/ownership.xml,4
0000950170-24-076275,2024-06-21,4,,,,8382,0,0,xslF345X05/ownership.xml,4
0001209191-24-005905,2024-06-18,4,,,,8988,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005903,2024-06-18,4,,,,12155,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005901,2024-06-18,4,,,,12144,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005899,2024-06-18,4,,,,12912,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005897,2024-06-18,4,,,,22324,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005895,2024-06-18,4,,,,13423,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005893,2024-06-18,4,,,,15117,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005891,2024-06-18,4,,,,9450,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005889,2024-06-18,4,,,,11863,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005887,2024-06-18,4,,,,11785,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005885,2024-06-18,4,,,,11821,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005882,2024-06-18,4,,,,11106,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005872,2024-06-18,4,,,,7167,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005854,2024-06-12,4,,,,22275,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005809,2024-06-05,4,,,,10527,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005788,2024-06-03,4,,,,7376,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005786,2024-06-03,4,,,,14830,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005762,2024-05-29,4,,,,10133,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005652,2024-05-15,4,,,,8748,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005640,2024-05-14,4,,,,7395,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005630,2024-05-13,4,,,,19180,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005506,2024-05-03,4,,,,7511,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005503,2024-05-03,4,,,,9224,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005501,2024-05-03,4,,,,8174,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005499,2024-05-03,4,,,,8257,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005457,2024-05-01,4,,,,12287,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005437,2024-04-30,4,,,,8342,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005394,2024-04-26,4,,,,9665,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005392,2024-04-26,4,,,,10152,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005330,2024-04-17,4,,,,6403,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005305,2024-04-15,4,,,,15893,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005228,2024-04-04,4,,,,10508,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005191,2024-04-02,4,,,,14087,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005189,2024-04-02,4,,,,7395,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005187,2024-04-02,4,,,,8262,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005134,2024-03-29,4,,,,7443,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005132,2024-03-29,4,,,,8341,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005096,2024-03-26,4,,,,12809,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005094,2024-03-26,4,,,,12855,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005092,2024-03-26,4,,,,10152,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005090,2024-03-26,4,,,,12069,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005086,2024-03-26,4,,,,12773,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005083,2024-03-26,4,,,,9157,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-005015,2024-03-20,4,,,,8727,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004957,2024-03-19,4,,,,9667,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004784,2024-03-12,4,,,,11833,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004710,2024-03-08,4,,,,14837,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004707,2024-03-08,4,,,,7259,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004611,2024-03-06,4,,,,10509,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004226,2024-03-04,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004133,2024-02-29,4,,,,8342,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-004023,2024-02-27,4,,,,9238,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003905,2024-02-23,4,,,,7353,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003845,2024-02-22,4,,,,8729,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003823,2024-02-22,4,,,,14532,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003227,2024-02-13,4,,,,11062,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003209,2024-02-13,4,,,,22020,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003067,2024-02-09,4,,,,9959,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003065,2024-02-09,4,,,,9280,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003063,2024-02-09,4,,,,10042,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-003059,2024-02-09,4,,,,9994,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-002998,2024-02-08,4,,,,8731,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-002588,2024-02-01,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-002451,2024-01-30,4,,,,8343,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-002324,2024-01-26,4,,,,9246,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-001796,2024-01-17,4,,,,10505,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-001498,2024-01-12,4,,,,12271,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-001401,2024-01-10,4,,,,13742,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-000702,2024-01-04,4,,,,8265,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-000683,2024-01-04,4,,,,10506,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-000278,2024-01-03,4,,,,14077,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-24-000150,2024-01-02,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-060025,2023-12-29,4,,,,7442,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-060024,2023-12-29,4,,,,9447,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-059848,2023-12-27,4,,,,16237,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-059844,2023-12-27,4,,,,13628,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-059838,2023-12-27,4,,,,16320,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-059836,2023-12-27,4,,,,16238,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-059827,2023-12-27,4,,,,15534,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-059823,2023-12-27,4,,,,9158,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-059463,2023-12-21,4,,,,12286,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-058104,2023-12-11,4,,,,12016,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-057900,2023-12-08,4,,,,8643,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-057092,2023-12-01,4,,,,8200,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-056994,2023-11-30,4,,,,9129,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-056865,2023-11-29,4,,,,7851,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-056850,2023-11-28,4,,,,13555,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-056848,2023-11-28,4,,,,25141,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-055143,2023-11-14,4,,,,13906,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-054800,2023-11-09,4,,,,32989,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-054345,2023-11-03,4,,,,8201,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-053892,2023-10-30,4,,,,9129,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-053801,2023-10-27,4,,,,12355,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-053714,2023-10-26,4,,,,13556,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-053712,2023-10-26,4,,,,8983,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-052553,2023-10-10,4,,,,12016,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-052055,2023-10-04,4,,,,11349,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-051265,2023-10-02,4,,,,9039,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-051224,2023-10-02,4,,,,8201,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-051208,2023-10-02,4,,,,8753,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050720,2023-09-28,4,,,,9130,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050698,2023-09-27,4,,,,21681,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050684,2023-09-27,4,,,,28445,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050676,2023-09-27,4,,,,16123,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050659,2023-09-27,4,,,,8753,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050631,2023-09-27,4,,,,13555,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050615,2023-09-26,4,,,,15459,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-050610,2023-09-26,4,,,,9079,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-049052,2023-09-11,4,,,,14619,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-048679,2023-09-07,4,,,,12594,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-048237,2023-09-05,4,,,,8224,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-048045,2023-09-01,4,,,,9130,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-047589,2023-08-29,4,,,,13556,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-047583,2023-08-29,4,,,,8609,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0000929638-23-002316,2023-08-21,4,001-40154,231189537,,24819,0,0,xslF345X05/form4.xml,
0001209191-23-045324,2023-08-10,4,,,,12016,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-043728,2023-07-28,4,,,,9130,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-043556,2023-07-27,4,,,,8754,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-043511,2023-07-27,4,,,,13555,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION
0001209191-23-042309,2023-07-14,4,,,,40423,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-042242,2023-07-13,4,,,,10400,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041714,2023-07-06,4,,,,18359,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041712,2023-07-06,4,,,,8236,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041705,2023-07-06,4,,,,9867,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041695,2023-07-06,4,,,,9549,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041687,2023-07-06,4,,,,12068,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041653,2023-07-06,4,,,,6191,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041643,2023-07-06,4,,,,10375,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-041639,2023-07-06,4,,,,9089,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-040892,2023-07-05,4,,,,10600,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-040232,2023-06-29,4,,,,8265,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-040019,2023-06-28,4,,,,8732,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-039993,2023-06-27,4,,,,16138,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-039984,2023-06-27,4,,,,13556,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-039975,2023-06-27,4,,,,16218,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-039969,2023-06-27,4,,,,16167,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-039964,2023-06-27,4,,,,15463,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-039962,2023-06-27,4,,,,9079,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-039122,2023-06-22,4,001-41536,231034077,,24320,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-038363,2023-06-20,4,001-41536,231025322,,24319,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-037334,2023-06-15,4,001-41536,231017659,,24320,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-036816,2023-06-13,4,,,,9551,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-036666,2023-06-13,4,001-41536,231011433,,24321,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-035849,2023-06-09,4,001-41536,231005644,,24322,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-035068,2023-06-07,4,001-41536,23999177,,24313,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-034034,2023-06-02,4,,,,10276,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-033697,2023-06-02,4,001-41536,23989003,,26295,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-033115,2023-05-31,4,,,,8264,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-033107,2023-05-31,4,001-41536,23981184,,24315,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-032700,2023-05-26,4,,,,13577,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-032690,2023-05-26,4,,,,8264,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-032529,2023-05-26,4,001-41536,23969147,,24311,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-031916,2023-05-24,4,001-41536,23955016,,24315,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-031450,2023-05-22,4,001-41536,23944739,,26293,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-031354,2023-05-22,4,,,,9549,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-030621,2023-05-18,4,001-41536,23936300,,19656,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-030509,2023-05-18,4,,,,19173,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-029789,2023-05-16,4,001-41536,23927723,,19655,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-029270,2023-05-15,4,,,,14275,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-029033,2023-05-12,4,001-41536,23915980,,21634,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-028464,2023-05-10,4,001-41536,23906623,,24057,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-028245,2023-05-09,4,001-40895,23902309,,11402,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-027747,2023-05-05,4,,,,20929,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-027711,2023-05-05,4,001-40895,23894586,,19232,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-027189,2023-05-03,4,,,,8086,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-027179,2023-05-03,4,,,,8139,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-027168,2023-05-03,4,,,,8046,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-027157,2023-05-03,4,,,,7370,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-026620,2023-05-02,4,,,,8226,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-025795,2023-04-27,4,,,,9855,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-025790,2023-04-27,4,,,,13577,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-022885,2023-04-04,4,,,,10482,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-022816,2023-04-04,4,,,,8226,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-021834,2023-03-31,4,,,,10496,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-021457,2023-03-28,4,,,,13560,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-021454,2023-03-28,4,,,,14320,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-021452,2023-03-28,4,,,,14193,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-021447,2023-03-28,4,,,,16720,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-021442,2023-03-28,4,,,,13554,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-021439,2023-03-28,4,,,,9079,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0001209191-23-019177,2023-03-16,4,,,,26204,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-018969,2023-03-15,4,001-40895,23736384,,21144,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-017789,2023-03-10,4,,,,9009,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-014259,2023-03-01,4,,,,6379,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-013907,2023-02-28,4,,,,9128,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-013904,2023-02-28,4,,,,8652,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-007919,2023-02-08,4,,,,10110,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-005986,2023-02-01,4,,,,6353,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
0001209191-23-005184,2023-01-27,4,,,,8636,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
