company_name,relationship_to_issuer,title_of_security,transaction_date,transaction_code,acquired_or_disposed,transaction_shares,transaction_price,shares_owned_after
TSLA,,Common Stock,11/15/2024,S(1),D,"10,188",316.054,"120,333"
TSLA,,Common Stock,11/15/2024,S(1),D,"3,400",317.135,"116,933"
TSLA,,Common Stock,11/15/2024,S(1),D,"18,891",318.133,"98,042"
TSLA,,Common Stock,11/15/2024,S(1),D,"11,142",319.085,"86,900"
TSLA,,Common Stock,11/15/2024,S(1),D,"1,900",320.003,"85,000"
TSLA,,Common Stock,12/02/2024,M(1),A,"112,390",24.73,"197,390"
TSLA,,Common Stock,12/02/2024,S(1),D,"55,685",352.744,"141,705"
TSLA,,Common Stock,12/02/2024,S(1),D,"14,192",353.757,"127,513"
TSLA,,Common Stock,12/02/2024,S(1),D,"13,940",354.711,"113,573"
TSLA,,Common Stock,12/02/2024,S(1),D,"13,476",355.905,"100,097"
TSLA,,Common Stock,12/02/2024,S(1),D,"11,735",356.684,"88,362"
TSLA,,Common Stock,12/02/2024,S(1),D,"3,162",357.992,"85,200"
TSLA,,Common Stock,12/02/2024,S(1),D,200,358.635,"85,000"
TSLA,,Common Stock,12/04/2024,M(1),A,"100,000",14.99,"105,400"
TSLA,,Common Stock,12/04/2024,S(1),D,"2,700",349.203,"102,700"
TSLA,,Common Stock,12/04/2024,S(1),D,"9,500",350.261,"93,200"
TSLA,,Common Stock,12/04/2024,S(1),D,"26,292",351.241,"66,908"
TSLA,,Common Stock,12/04/2024,S(1),D,"21,788",352.227,"45,120"
TSLA,,Common Stock,12/04/2024,S(1),D,"21,834",353.243,"23,286"
TSLA,,Common Stock,12/04/2024,S(1),D,"5,964",354.11,"17,322"
TSLA,,Common Stock,12/04/2024,S(1),D,"3,304",355.234,"14,018"
TSLA,,Common Stock,12/04/2024,S(1),D,"3,500",356.254,"10,518"
TSLA,,Common Stock,12/04/2024,S(1),D,"4,918",357.383,"5,600"
TSLA,,Common Stock,12/04/2024,S(1),D,200,357.93,"5,400"
TSLA,CEO,Common Stock,12/30/2024,G(1),D,"268,000",0,"410,794,076"
TSLA,,Common Stock,01/06/2025,M(1),A,"100,000",14.99,"105,400"
TSLA,,Common Stock,01/06/2025,S(1),D,"4,424",402.841,"100,976"
TSLA,,Common Stock,01/06/2025,S(1),D,"3,798",403.707,"97,178"
TSLA,,Common Stock,01/06/2025,S(1),D,"5,992",404.8,"91,186"
TSLA,,Common Stock,01/06/2025,S(1),D,"4,643",405.661,"86,543"
TSLA,,Common Stock,01/06/2025,S(1),D,"4,574",406.66,"81,969"
TSLA,,Common Stock,01/06/2025,S(1),D,"5,100",407.936,"76,869"
TSLA,,Common Stock,01/06/2025,S(1),D,"11,574",408.809,"65,295"
TSLA,,Common Stock,01/06/2025,S(1),D,"9,435",409.793,"55,860"
TSLA,,Common Stock,01/06/2025,S(1),D,"8,278",410.737,"47,582"
TSLA,,Common Stock,01/06/2025,S(1),D,"2,100",411.704,"45,482"
TSLA,,Common Stock,01/06/2025,S(1),D,"1,600",413.149,"43,882"
TSLA,,Common Stock,01/06/2025,S(1),D,"1,886",414.047,"41,996"
TSLA,,Common Stock,01/06/2025,S(1),D,"4,860",415.088,"37,136"
TSLA,,Common Stock,01/06/2025,S(1),D,"8,976",416.123,"28,160"
TSLA,,Common Stock,01/06/2025,S(1),D,"6,618",417.043,"21,542"
TSLA,,Common Stock,01/06/2025,S(1),D,"5,900",418.059,"15,642"
TSLA,,Common Stock,01/06/2025,S(1),D,"2,000",418.986,"13,642"
TSLA,,Common Stock,01/06/2025,S(1),D,"2,000",420.534,"11,642"
TSLA,,Common Stock,01/06/2025,S(1),D,"3,942",421.296,"7,700"
TSLA,,Common Stock,01/06/2025,S(1),D,"1,200",422.635,"6,500"
TSLA,,Common Stock,01/06/2025,S(1),D,300,423.153,"6,200"
TSLA,,Common Stock,01/06/2025,S(1),D,600,425.19,"5,600"
TSLA,,Common Stock,01/06/2025,S(1),D,200,426.145,"5,400"
TSLA,,Common Stock,11/01/2024,M(1),A,"15,000",24.73,"1,623,720"
TSLA,,Common Stock,11/01/2024,S(1),D,"8,652",247.318,"1,615,068"
TSLA,,Common Stock,11/01/2024,S(1),D,"9,630",248.165,"1,605,438"
TSLA,,Common Stock,11/01/2024,S(1),D,"7,275",249.028,"1,598,163"
TSLA,,Common Stock,11/01/2024,S(1),D,"4,894",250.353,"1,593,269"
TSLA,,Common Stock,11/01/2024,S(1),D,"10,097",251.174,"1,583,172"
TSLA,,Common Stock,11/01/2024,S(1),D,"15,722",252.255,"1,567,450"
TSLA,,Common Stock,11/01/2024,S(1),D,"4,115",253.019,"1,563,335"
TSLA,,Common Stock,11/01/2024,S(1),D,115,253.78,"1,563,220"
TSLA,,Common Stock,12/11/2024,G(1),D,"25,000",0.0,"1,538,220"
TSLA,Chief Financial Officer,Common Stock,09/23/2024,M(1),A,"8,000",18.22,"113,032.25(2)"
TSLA,Chief Financial Officer,Common Stock,09/23/2024,S(1),D,"8,000(3)",250,"105,032.25"
TSLA,Chief Financial Officer,Common Stock,10/24/2024,M(1),A,"4,000",18.22,"109,032.25"
TSLA,Chief Financial Officer,Common Stock,10/24/2024,S(1),D,"4,000(2)",250,"105,032.25"
TSLA,Chief Financial Officer,Common Stock,11/01/2024,M(1),A,"4,000",18.22,"109,032.25"
TSLA,Chief Financial Officer,Common Stock,11/01/2024,S(1),D,"4,000(2)",251.76,"105,032.25"
TSLA,Chief Financial Officer,Common Stock,11/08/2024,M(1),A,"8,000",18.22,"113,032.25"
TSLA,Chief Financial Officer,Common Stock,11/08/2024,S(1),D,"6,200(2)",300,"106,832.25"
TSLA,Chief Financial Officer,Common Stock,11/08/2024,S(1),D,"1,800(2)",301.642,"105,032.25"
TSLA,Chief Financial Officer,Common Stock,11/11/2024,M(1),A,"4,000",18.22,"109,032.25"
TSLA,Chief Financial Officer,Common Stock,11/11/2024,S(1),D,"4,000(4)",350,"105,032.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,M(1),A,"7,000",18.22,"112,032.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,S(1),D,"3,500(2)",352.698,"108,532.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,S(1),D,700(2),354.03,"107,832.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,S(1),D,400(2),355.153,"107,432.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,S(1),D,"1,400(2)",356.297,"106,032.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,S(1),D,600(2),357.252,"105,432.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,S(1),D,300(2),358.51,"105,132.25"
TSLA,Chief Financial Officer,Common Stock,12/02/2024,S(1),D,100(2),359.94,"105,032.25"
TSLA,Chief Financial Officer,Common Stock,12/05/2024,M(1),A,"6,538",0.0,"111,570.25"
TSLA,Chief Financial Officer,Common Stock,12/06/2024,S(2),D,"2,605.5",374.214,"108,964.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,M(1),A,"7,000",18.22,"115,964.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,500(2),402.854,"115,464.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,400(2),404.973,"115,064.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,300(2),406.203,"114,764.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,400(2),407.29,"114,364.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,700(2),408.519,"113,664.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,500(2),409.656,"113,164.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,600(2),410.774,"112,564.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,100(2),412.78,"112,464.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,200(2),414.335,"112,264.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,600(2),416.08,"111,664.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,600(2),416.807,"111,064.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,400(2),417.78,"110,664.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,400(2),421.01,"110,264.75"
TSLA,Chief Financial Officer,Common Stock,01/06/2025,S(1),D,"1,300(2)",423.135,"108,964.75"
TSLA,"SVP, Automotive",Common Stock,09/05/2024,M(1),A,"2,633",0.0,"67,787.75"
TSLA,"SVP, Automotive",Common Stock,09/06/2024,S(2),D,297,221.773,"67,490.75"
